id,category,image,name,price,PB
1,과자/간식,http://gs25appimg.gsretail.com/imgsvr/item/GD_8801077449301_001.jpg,유어스)닭다리340G,"7,500원",GS
2,과자/간식,http://gs25appimg.gsretail.com/imgsvr/item/GD_8801062889983_001.jpg,유어스)출출세포깡매콤달콤1500,"1,500원",GS
3,과자/간식,http://gs25appimg.gsretail.com/imgsvr/item/GD_8801062889990_001.jpg,유어스)출출세포깡간장마요1500,"1,500원",GS
4,과자/간식,http://gs25appimg.gsretail.com/imgsvr/item/GD_8801111938204_001.jpg,유어스)고단백질브라우니1500,"1,500원",GS
5,과자/간식,http://gs25appimg.gsretail.com/imgsvr/item/GD_8801111938334_001.jpg,크라운)고식이섬유바1500,"1,500원",GS
6,과자/간식,http://gs25appimg.gsretail.com/imgsvr/item/GD_8809186671071_001.jpg,유어스)차돌된장찌개300G,"3,600원",GS
7,과자/간식,http://gs25appimg.gsretail.com/imgsvr/item/GD_8805684000603_002.jpg,유어스)오리엔탈콜드파스타230G,"3,300원",GS
8,과자/간식,http://gs25appimg.gsretail.com/imgsvr/item/GD_8809027557212_003.jpg,아이스크림팝콘(바닐라),"1,200원",GS
9,과자/간식,http://gs25appimg.gsretail.com/imgsvr/item/GD_8801068378627_001.jpg,유어스(P)허니딸기파르페,"3,200원",GS
10,과자/간식,http://gs25appimg.gsretail.com/imgsvr/item/GD_9555319110212_001.jpg,유어스)맥스초코스틱1000,"1,000원",GS
11,과자/간식,http://gs25appimg.gsretail.com/imgsvr/item/GD_8801066058217_002.jpg,유어스)207후랑크120G,"1,800원",GS
12,과자/간식,http://gs25appimg.gsretail.com/imgsvr/item/GD_8809038475468_002.jpg,유어스)207소세지120G,"2,000원",GS
13,과자/간식,http://gs25appimg.gsretail.com/imgsvr/item/GD_8801068378924_002.jpg,유어스)핸디피자콤비네이션,"2,300원",GS
14,과자/간식,http://gs25appimg.gsretail.com/imgsvr/item/GD_8801068378917_002.jpg,유어스)핸디피자불고기,"2,300원",GS
15,과자/간식,http://gs25appimg.gsretail.com/imgsvr/item/GD_8804985555782_002.jpg,유어스)쫄깃한편육200G,"5,900원",GS
16,과자/간식,http://gs25appimg.gsretail.com/imgsvr/item/GD_8804985555676_002.jpg,유어스)부드러운순살족발200G,"7,900원",GS
17,과자/간식,http://gs25appimg.gsretail.com/imgsvr/item/GD_8801118255915_002.jpg,유어스)보석바사이다80ML,"1,000원",GS
18,과자/간식,http://gs25appimg.gsretail.com/imgsvr/item/GD_8801068378375_001.jpg,유어스(P)흑당무스케익,"2,800원",GS
19,과자/간식,http://gs25appimg.gsretail.com/imgsvr/item/GD_8809673240032_001.jpg,유어스)두부김치420G,"3,900원",GS
20,과자/간식,http://gs25appimg.gsretail.com/imgsvr/item/GD_8809673240025_001.jpg,유어스)60두부300G,"1,200원",GS
21,과자/간식,http://gs25appimg.gsretail.com/imgsvr/item/GD_8801062890965_001.jpg,유어스(P)크런키바나나콘135ML,"2,500원",GS
22,과자/간식,http://gs25appimg.gsretail.com/imgsvr/item/GD_8809287900186_001.jpg,유어스)불고기사각피자120G,"2,500원",GS
23,과자/간식,http://gs25appimg.gsretail.com/imgsvr/item/GD_8809287900179_001.jpg,유어스)콤비네이션사각피자120G,"2,500원",GS
24,과자/간식,http://gs25appimg.gsretail.com/imgsvr/item/GD_8801062890538_001.jpg,유어스(P)순우유케이크,"2,500원",GS
25,과자/간식,http://gs25appimg.gsretail.com/imgsvr/item/GD_8801068378313_001.jpg,유어스(P)바나나품은초코슈,"2,000원",GS
26,과자/간식,http://gs25appimg.gsretail.com/imgsvr/item/GD_8801118255861_002.jpg,유어스)제주청귤아이스바,"1,000원",GS
27,과자/간식,http://gs25appimg.gsretail.com/imgsvr/item/GD_8801123726905_002.jpg,Y)군산오징어매콤왕교자140G,"3,800원",GS
28,과자/간식,http://gs25appimg.gsretail.com/imgsvr/item/GD_8801206001691_001.jpg,유어스)짱구바75ML,700원,GS
29,과자/간식,http://gs25appimg.gsretail.com/imgsvr/item/GD_8801047570639_001.jpg,유어스)한컵비엔나119G,"3,000원",GS
30,과자/간식,http://gs25appimg.gsretail.com/imgsvr/item/GD_8809203950158_001.jpg,유어스(P)꽉찬단팥빵,"1,500원",GS
31,과자/간식,http://gs25appimg.gsretail.com/imgsvr/item/GD_8809090399078_001.jpg,유어스)리치머랭쿠키2000,"2,000원",GS
32,과자/간식,http://gs25appimg.gsretail.com/imgsvr/item/GD_8801068377781_005.jpg,유어스)흑당파르페,"2,900원",GS
33,과자/간식,http://gs25appimg.gsretail.com/imgsvr/item/GD_8801117646509_001.jpg,유어스)와우비틀즈500,500원,GS
